vendor_id,canonical_name,alias_count,aliases
V0699,I.S. 340,1,I.S. 340
V0700,P.S. 345 PATROLMAN ROBERT BOLDEN,1,P.S. 345 PATROLMAN ROBERT BOLDEN
V0701,THE SCHOOL OF INTEGRATED LEARNING,1,THE SCHOOL OF INTEGRATED LEARNING
V0702,I.S. 364 GATEWAY,1,I.S. 364 GATEWAY
V0703,P.S. 371 - LILLIAN L. RASHKIS,1,P.S. 371 - LILLIAN L. RASHKIS
V0704,P.S. 373 - BROOKLYN TRANSITION CENTER,1,P.S. 373 - BROOKLYN TRANSITION CENTER
V0705,P.S. 376,1,P.S. 376
V0706,K377,1,K377
V0707,I.S. 381,1,I.S. 381
V0708,J.H.S. 383 PHILIPPA SCHUYLER,1,J.H.S. 383 PHILIPPA SCHUYLER
V0709,P.S. /I.S. 384 FRANCES E. CARTER,1,P.S. /I.S. 384 FRANCES E. CARTER
V0710,I.S. 392,1,I.S. 392
V0711,ACADEMY FOR YOUNG WRITERS,1,ACADEMY FOR YOUNG WRITERS
V0712,EAST NEW YORK FAMILY ACADEMY,1,EAST NEW YORK FAMILY ACADEMY
V0713,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",1,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS"
V0714,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,1,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES
V0715,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,1,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL
V0716,JOHN JAY SCHOOL FOR LAW,1,JOHN JAY SCHOOL FOR LAW
V0717,EAST WILLIAMSBURG SCHOLARS ACADEMY,1,EAST WILLIAMSBURG SCHOLARS ACADEMY
V0718,SCHOOL FOR INTERNATIONAL STUDIES,1,SCHOOL FOR INTERNATIONAL STUDIES
V0719,Brooklyn High School for Law and Technology,1,Brooklyn High School for Law and Technology
V0720,K504 HIGH SCHOOL FOR CIVIL RIGHTS 400 PENNSYLVANIA AVENUE,1,K504 HIGH SCHOOL FOR CIVIL RIGHTS 400 PENNSYLVANIA AVENUE
V0721,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL 5,1,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL 5
V0722,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY),1,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY)
V0723,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,1,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS
V0724,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,1,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS
V0725,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,1,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS
V0726,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",1,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS"
V0727,THE ACADEMY OF URBAN PLANNING AND ENGINEERING,1,THE ACADEMY OF URBAN PLANNING AND ENGINEERING
V0728,BROOKLYN GARDENS ELEMENTARY SCHOOL,1,BROOKLYN GARDENS ELEMENTARY SCHOOL
V0729,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,1,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN
V0730,IT TAKES A VILLAGE ACADEMY,1,IT TAKES A VILLAGE ACADEMY
V0731,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,1,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS
V0732,CONSELYEA PREPARATORY SCHOOL,1,CONSELYEA PREPARATORY SCHOOL
V0733,LYONS COMMUNITY SCHOOL,1,LYONS COMMUNITY SCHOOL
V0734,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,1,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN
V0735,ACADEMY OF INNOVATIVE TECHNOLOGY,1,ACADEMY OF INNOVATIVE TECHNOLOGY
V0736,BROOKLYN BROWNSTONE SCHOOL,1,BROOKLYN BROWNSTONE SCHOOL
V0737,EAGLE ACADEMY FOR YOUNG MEN II,1,EAGLE ACADEMY FOR YOUNG MEN II
V0738,VISTA ACADEMY,1,VISTA ACADEMY
V0739,SCHOOL OF THE FUTURE BROOKLYN,1,SCHOOL OF THE FUTURE BROOKLYN
V0740,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),1,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES)
V0741,RED HOOK NEIGHBORHOOD SCHOOL,1,RED HOOK NEIGHBORHOOD SCHOOL
V0742,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS",1,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS"
V0743,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,1,THE BROOKLYN ACADEMY OF GLOBAL FINANCE
V0744,NORTHSIDE CHARTER HIGH SCHOOL,1,NORTHSIDE CHARTER HIGH SCHOOL
V0745,NEW HEIGHTS MIDDLE SCHOOL,1,NEW HEIGHTS MIDDLE SCHOOL
V0746,BROOKLYN INSTITUTE FOR LIBERAL ARTS,1,BROOKLYN INSTITUTE FOR LIBERAL ARTS
V0747,Key Collegiate Charter School,1,Key Collegiate Charter School
V0748,Middle School 890,1,Middle School 890
V0749,P.S 748,1,P.S 748
V0750,P.S. K811 CONNIE LEKAS SCHOOL,1,P.S. K811 CONNIE LEKAS SCHOOL
V0751,PS 262 EL HAJJ MALIK EL SHABAZZ,1,PS 262 EL HAJJ MALIK EL SHABAZZ
V0752,P.S. 315,1,P.S. 315
V0753,Summit Academy Charter Middle School,1,Summit Academy Charter Middle School
V0754,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,1,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
V0755,Trey Whitfield School,1,Trey Whitfield School
V0756,NYC DOE Brooklyn STEAM Center,1,NYC DOE Brooklyn STEAM Center
V0757,CUNY New York City College of Technology,1,CUNY New York City College of Technology
V0758,PS299,1,PS299
V0759,K009 P.S. 009 TEUNIS G. BERGEN 80 UNDERHILL AVENUE,1,K009 P.S. 009 TEUNIS G. BERGEN 80 UNDERHILL AVENUE
V0760,K023 P.S. 023 CARTER G. WOODSON 545 WILLOUGHBY AVENUE,1,K023 P.S. 023 CARTER G. WOODSON 545 WILLOUGHBY AVENUE
V0761,PS94,1,PS94
V0762,MS 2,1,MS 2
V0763,PS 193,1,PS 193
V0764,IS 281,1,IS 281
V0765,"NYCHA - Howard Houses Tenant Council, Inc .",1,"NYCHA - Howard Houses Tenant Council, Inc ."
V0766,Hanson Place Church Support Corporation,1,Hanson Place Church Support Corporation
V0767,Love Fellowship Tabernacle,1,Love Fellowship Tabernacle
V0768,Surfgate Housing Development Fund Corporation,1,Surfgate Housing Development Fund Corporation
V0769,DPR - Bushwick Inlet Park,1,DPR - Bushwick Inlet Park
V0770,DPR - Commodore Barry Park,1,DPR - Commodore Barry Park
V0771,DPR - Kelly Playground,1,DPR - Kelly Playground
V0772,DPR - Ocean Pkwy Bike Path,1,DPR - Ocean Pkwy Bike Path
V0773,DPR - Shore Pkwy Bike Path,1,DPR - Shore Pkwy Bike Path
V0774,DPR - Scarangella Playground,1,DPR - Scarangella Playground
V0775,DPR - Schenck Playground,1,DPR - Schenck Playground
V0776,DPR - UMMA Park Brooklyn Community Board 14,1,DPR - UMMA Park Brooklyn Community Board 14
V0777,Animal Care Centers of NYC,1,Animal Care Centers of NYC
V0778,The American National Red Cross dba American Red Cross in Greater New York,1,The American National Red Cross dba American Red Cross in Greater New York
V0779,Hatzoloh Incorporated,1,Hatzoloh Incorporated
V0780,DOT - Greenway Columbia Street,1,DOT - Greenway Columbia Street
V0781,DOT - Greenway Atlantic Ave,1,DOT - Greenway Atlantic Ave
V0782,DOT - Sidewalk extensions PS 134,1,DOT - Sidewalk extensions PS 134
V0783,DOT - 16th Avenue Trench Restoration,1,DOT - 16th Avenue Trench Restoration
V0784,"The Bushwick Starr, Inc.",1,"The Bushwick Starr, Inc."
V0785,The Jewish Board of Family & Children's Services,1,The Jewish Board of Family & Children's Services
V0786,"Council of People's Organizations, Inc.,",1,"Council of People's Organizations, Inc.,"
V0787,Brooklyn Grange LLC,1,Brooklyn Grange LLC
V0788,The Brooklyn Navy Yard,1,The Brooklyn Navy Yard
V0789,NYCEDC - Moore Street Market,1,NYCEDC - Moore Street Market
V0790,"Brooklyn Youth Chorus Academy, Inc.",1,"Brooklyn Youth Chorus Academy, Inc."
V0791,K656 Brooklyn High School Of The Arts 500 Pacific Street,1,K656 Brooklyn High School Of The Arts 500 Pacific Street
V0792,Automotive Hight School,1,Automotive Hight School
V0793,K423 Brooklyn Frontiers High School 112 Schermerhorn Street,1,K423 Brooklyn Frontiers High School 112 Schermerhorn Street
V0794,K605 George Westinghouse Career And Technical Education High School 105 Johnson Street,1,K605 George Westinghouse Career And Technical Education High School 105 Johnson Street
V0795,K527 Urban Assembly Institute Of Math And Science For Young Women 283 Adams Street,1,K527 Urban Assembly Institute Of Math And Science For Young Women 283 Adams Street
V0796,K196 P.S. 196 Ten Eyck 207 Bushwick Avenue,1,K196 P.S. 196 Ten Eyck 207 Bushwick Avenue
V0797,K347 I.S. 347 School Of Humanities 35 Starr Street,1,K347 I.S. 347 School Of Humanities 35 Starr Street
V0798,K075 P.S. 075 Mayda Cortiella 95 Grove Street,1,K075 P.S. 075 Mayda Cortiella 95 Grove Street
V0799,K241 EMMA L JOHNSTON,1,K241 EMMA L JOHNSTON
V0800,K009 Teunis G. Bergen 80 Underhill Avenue,1,K009 Teunis G. Bergen 80 Underhill Avenue
V0801,K375 Jackie Robinson School,1,K375 Jackie Robinson School
V0802,K590 Medgar Evers College Preparatory School 1186 Carroll Street,1,K590 Medgar Evers College Preparatory School 1186 Carroll Street
V0803,K161 P.S. 161 The Crown 330 Crown Street,1,K161 P.S. 161 The Crown 330 Crown Street
V0804,K046 P.S. 046 Edward C. Blum 100 Clermont Avenue,1,K046 P.S. 046 Edward C. Blum 100 Clermont Avenue
V0805,K270 P.S. 270 Johann Dekalb 241 Emerson Place,1,K270 P.S. 270 Johann Dekalb 241 Emerson Place
V0806,"Medgar Evers College, CUNY",1,"Medgar Evers College, CUNY"
V0807,K742 Explore Empower Charter School 188 Rochester Avenue,1,K742 Explore Empower Charter School 188 Rochester Avenue
V0808,K455 Boys And Girls High School 1700 Fulton Street,1,K455 Boys And Girls High School 1700 Fulton Street
V0809,K782 Bedford Stuyvesant New Beginnings Charter School,1,K782 Bedford Stuyvesant New Beginnings Charter School
V0810,K394 M.S. K394 188 Rochester Avenue,1,K394 M.S. K394 188 Rochester Avenue
V0811,K498 Brooklyn High School For Law And Technology 1396 Broadway,1,K498 Brooklyn High School For Law And Technology 1396 Broadway
V0812,"K267 M.S. 267 Math, Science & Technology 800 Gates Avenue",1,"K267 M.S. 267 Math, Science & Technology 800 Gates Avenue"
V0813,K057 J.H.S. 057 Whitelaw Reid 125 Stuyvesant Avenue,1,K057 J.H.S. 057 Whitelaw Reid 125 Stuyvesant Avenue
V0814,K764 The Urban Assembly School For Collaborative Healthcare 999 Jamaica Avenue,1,K764 The Urban Assembly School For Collaborative Healthcare 999 Jamaica Avenue
V0815,K549 The Brooklyn School For Social Justice 400 Irving Avenue,1,K549 The Brooklyn School For Social Justice 400 Irving Avenue
V0816,K291 J.H.S. 291 Roland Hayes 231 Palmetto Street,1,K291 J.H.S. 291 Roland Hayes 231 Palmetto Street
V0817,K045 P.S./I.S. 045 Horace E. Greene 84 Schaefer Street,1,K045 P.S./I.S. 045 Horace E. Greene 84 Schaefer Street
V0818,K001 P.S. 001 The Bergen 309 47 Street,1,K001 P.S. 001 The Bergen 309 47 Street
V0819,Millennium (John Jay Campus),1,Millennium (John Jay Campus)
V0820,K058 P.S. 058 The Carroll 330 Smith Street,1,K058 P.S. 058 The Carroll 330 Smith Street
V0821,K464 Park Slope Collegiate 237 7Th Avenue,1,K464 Park Slope Collegiate 237 7Th Avenue
V0822,K130 P.S. 130 The Parkside 70 Ocean Parkway,1,K130 P.S. 130 The Parkside 70 Ocean Parkway
V0823,K092 P.S. 092 Adrian Hegeman 601 Parkside Avenue,1,K092 P.S. 092 Adrian Hegeman 601 Parkside Avenue
V0824,K408 Academy Of Hospitality And Tourism 911 Flatbush Avenue,1,K408 Academy Of Hospitality And Tourism 911 Flatbush Avenue
V0825,K514 Frederick Douglass Academy Vii High School 226 Bristol Street,1,K514 Frederick Douglass Academy Vii High School 226 Bristol Street
V0826,K753 P.S. K753 - School For Career Development 510 Clermont Avenue,1,K753 P.S. K753 - School For Career Development 510 Clermont Avenue
V0827,K174 The Dumont School,1,K174 The Dumont School
V0828,K446 Riverdale Avenue Community School 76 Riverdale Avenue,1,K446 Riverdale Avenue Community School 76 Riverdale Avenue
V0829,K224 P.S. 224 Hale A. Woodruff 757 Wortman Avenue,1,K224 P.S. 224 Hale A. Woodruff 757 Wortman Avenue
V0830,K678 East New York Middle School Of Excellence 605 Shepherd Avenue,1,K678 East New York Middle School Of Excellence 605 Shepherd Avenue
V0831,P.S 190 Sheffield,1,P.S 190 Sheffield
V0832,K359 The Uft Charter School 800 Van Siclen Avenue,1,K359 The Uft Charter School 800 Van Siclen Avenue
V0833,K654 Van Siclen Community Middle School 800 Van Siclen Avenue,1,K654 Van Siclen Community Middle School 800 Van Siclen Avenue
V0834,K176 P.S. 176 Ovington 1225 69 Street,1,K176 P.S. 176 Ovington 1225 69 Street
V0835,K030 P.S./I.S. 30 Mary White Ovington 415 Ovington Ave,1,K030 P.S./I.S. 30 Mary White Ovington 415 Ovington Ave
V0836,K259 J.H.S. 259 William Mckinley 7305 Ft Hamilton Pkwy,1,K259 J.H.S. 259 William Mckinley 7305 Ft Hamilton Pkwy
V0837,K102 P.S. 102 The Bayview 211 72 Street,1,K102 P.S. 102 The Bayview 211 72 Street
V0838,K609 Urban Assembly School For Criminal Justice 4200 16 Avenue,1,K609 Urban Assembly School For Criminal Justice 4200 16 Avenue
V0839,K682 The Academy Of Talented Scholars 50 Avenue P,1,K682 The Academy Of Talented Scholars 50 Avenue P
V0840,K160 P.S. 160 William T. Sampson 5105 Fort Hamilton Parkway,1,K160 P.S. 160 William T. Sampson 5105 Fort Hamilton Parkway
V0841,K181 P.S. 181 Brooklyn 1023 New York Avenue,1,K181 P.S. 181 Brooklyn 1023 New York Avenue
V0842,K566 Brooklyn Generation School 6565 Flatlands Avenue,1,K566 Brooklyn Generation School 6565 Flatlands Avenue
V0843,N/A - Lamad Academy Charter School,1,N/A - Lamad Academy Charter School
V0844,K642 Urban Action Academy 1600 Rockaway Pkwy,1,K642 Urban Action Academy 1600 Rockaway Pkwy
V0845,K637 Academy For Conservation And The Environment 6565 Flatlands Avenue,1,K637 Academy For Conservation And The Environment 6565 Flatlands Avenue
V0846,K212 P.S. 212 Lady Deborah Moody 87 Bay 49 Street,1,K212 P.S. 212 Lady Deborah Moody 87 Bay 49 Street
V0847,K811 P.S. K811 Connie Lekas School 2525 Haring Street,1,K811 P.S. K811 Connie Lekas School 2525 Haring Street
V0848,K209 P.S. 209 Margaret Mead 2609 East 7Th St,1,K209 P.S. 209 Margaret Mead 2609 East 7Th St
V0849,K673 East Brooklyn Community High School 9517 s Highway,1,K673 East Brooklyn Community High School 9517 s Highway
V0850,K594 Gotham Professional Arts Academy 265 Ralph Avenue,1,K594 Gotham Professional Arts Academy 265 Ralph Avenue
V0851,"Cadman Towers, Inc.",1,"Cadman Towers, Inc."
V0852,"The Doe Fund, Inc.",1,"The Doe Fund, Inc."
V0853,"SAGE, Advocacy & Services for LGBT Elders",1,"SAGE, Advocacy & Services for LGBT Elders"
V0854,First Atlantic Terminal Housing Corp.,1,First Atlantic Terminal Housing Corp.
V0855,Bedford Courts LDC,1,Bedford Courts LDC
V0856,"Pratt Area Community Council, Inc. d/b/a IMPACCT Brooklyn",1,"Pratt Area Community Council, Inc. d/b/a IMPACCT Brooklyn"
V0857,Washington Temple Church in God of Christ,1,Washington Temple Church in God of Christ
V0858,"African American Planning Commission, Inc.",1,"African American Planning Commission, Inc."
V0859,"Brighton House, Inc.",1,"Brighton House, Inc."
V0860,DPR - Grove Street,1,DPR - Grove Street
V0861,DPR - Harmony Park,1,DPR - Harmony Park
V0862,DPR - Isabahlia Park,1,DPR - Isabahlia Park
V0863,DPR - Prospect Expressway Sitting Area,1,DPR - Prospect Expressway Sitting Area
V0864,Power Playground,1,Power Playground
V0865,DPR - Umma Playground,1,DPR - Umma Playground
V0866,"K284 The Gregory Jocko Jackson School Of Sports, Art, And Technology 213 Osborn Street",1,"K284 The Gregory Jocko Jackson School Of Sports, Art, And Technology 213 Osborn Street"
V0867,DPR - Tree Guards,1,DPR - Tree Guards
V0868,DPR - Red Hook Community Farm,1,DPR - Red Hook Community Farm
V0869,DPR -K058 The Carroll,1,DPR -K058 The Carroll
V0870,NYCHA/Marcus Garvey Senior Center,1,NYCHA/Marcus Garvey Senior Center
V0871,NYCHA Tompkins Houses,1,NYCHA Tompkins Houses
V0872,NYPD - seccurity cameras at wingate park,1,NYPD - seccurity cameras at wingate park
V0873,NYC H+H/Woodhull,1,NYC H+H/Woodhull
V0874,Interfaith Medical Center,1,Interfaith Medical Center
V0875,NYC Health + Hospitals / McKinney,1,NYC Health + Hospitals / McKinney
V0876,SUNY Health Science Center at Brooklyn,1,SUNY Health Science Center at Brooklyn
V0877,NYC Health + Hospitals/ Kings County,2,NYC Health + Hospitals/ Kings County | NYC Health + Hospitals/Kings County
V0878,"NYC Health + Hospitals/ Gotham Health, East New York",2,"NYC Health + Hospitals/ Gotham Health, East New York | NYC Health + Hospitals, Gotham Health, East New York"
V0879,"SBH Community Service Network, Inc.",1,"SBH Community Service Network, Inc."
V0880,NYCDOT - Tillary Street,1,NYCDOT - Tillary Street
V0881,NYC DOT - Bedford Historic Lighting,1,NYC DOT - Bedford Historic Lighting
V0882,DOT - CD 45,1,DOT - CD 45
V0883,DOT - CD 47,1,DOT - CD 47
V0884,The Yaldeinu School,1,The Yaldeinu School
V0885,Council of Peoples Organization,1,Council of Peoples Organization
V0886,Women's League Community Residences dba Makor Disability Services,1,Women's League Community Residences dba Makor Disability Services
V0887,"Jack Arts, Inc",1,"Jack Arts, Inc"
V0888,Northside Town Hall Community and Cultural Center,1,Northside Town Hall Community and Cultural Center
V0889,Voices of Community Activists and Leaders - New York (VOCAL-NY),1,Voices of Community Activists and Leaders - New York (VOCAL-NY)
V0890,"Digital Girl, Inc.",1,"Digital Girl, Inc."
V0891,"BioBAT, Inc. d/b/a SUNY Research Foundation",1,"BioBAT, Inc. d/b/a SUNY Research Foundation"
V0892,Cold Spring Harbor Laboratory,1,Cold Spring Harbor Laboratory
V0893,Brooklyn Community Arts & Media High School,1,Brooklyn Community Arts & Media High School
V0894,84K649 La Cima Charter School,1,84K649 La Cima Charter School
V0895,18K563 It Takes a Village Acedemy,1,18K563 It Takes a Village Acedemy
V0896,Brooklyn High School for Leadership and Community Service,1,Brooklyn High School for Leadership and Community Service
V0897,Ebbets Field Middle School 17K352,1,Ebbets Field Middle School 17K352
V0898,K203 PS 203 Floyd Bennett School,1,K203 PS 203 Floyd Bennett School
V0899,K318 IS 318 Eugenio Maria De Hostos,1,K318 IS 318 Eugenio Maria De Hostos
V0900,K088 JHS 088 Peter Rouget,1,K088 JHS 088 Peter Rouget
V0901,K253 The Magnet School of Multicultural Humanities,1,K253 The Magnet School of Multicultural Humanities
V0902,k561 Williamsburg Preparatory School,1,k561 Williamsburg Preparatory School
V0903,75K753 Brooklyn School For Career Development,1,75K753 Brooklyn School For Career Development
V0904,P771K,1,P771K
V0905,K036 The Nathanael Greene School,1,K036 The Nathanael Greene School
V0906,15k038 THE PACIFIC SCHOOL,1,15k038 THE PACIFIC SCHOOL
V0907,K031 Samule F. DuPont,1,K031 Samule F. DuPont
V0908,K016 PS 21 Crispus Attucks Elementary School,1,K016 PS 21 Crispus Attucks Elementary School
V0909,K798 PS 065,1,K798 PS 065
V0910,PS 39 Henry Bristow,1,PS 39 Henry Bristow
V0911,Pathways to Graduation - Bed-Stuy Referral Center,1,Pathways to Graduation - Bed-Stuy Referral Center
V0912,k246 Walt Whitman,1,k246 Walt Whitman
V0913,19K502 FDNY Captain Vernon A. Richard High School,1,19K502 FDNY Captain Vernon A. Richard High School
V0914,K667 PS938 Elementary School,1,K667 PS938 Elementary School
V0915,k662 MS Liberty Avenue Middle School,1,k662 MS Liberty Avenue Middle School
V0916,K149 PS 149 Danny Kaye Elementary School,1,K149 PS 149 Danny Kaye Elementary School
V0917,19K661 Vista Academy Brooklyn,1,19K661 Vista Academy Brooklyn
V0918,17K532 New Bridgees Elementary,1,17K532 New Bridgees Elementary
V0919,K077,1,K077
V0920,15K429 Digital Arts and Cinema Technology HS,1,15K429 Digital Arts and Cinema Technology HS
V0921,PS 221 TOSSAINT L'OUVERTURE,1,PS 221 TOSSAINT L'OUVERTURE
V0922,K169 PS 169 Sunset Park School,1,K169 PS 169 Sunset Park School
V0923,16K455 Boys and Girls High School,1,16K455 Boys and Girls High School
V0924,75K004,1,75K004
V0925,20K160 P.S. 160 William T. Sampson,1,20K160 P.S. 160 William T. Sampson
V0926,14K414 PS 414 Brooklyn Arbor Elementary School,1,14K414 PS 414 Brooklyn Arbor Elementary School
V0927,84K362 Hellenic Classical Charter School,1,84K362 Hellenic Classical Charter School
V0928,PS 20 The Clinton Hill School,1,PS 20 The Clinton Hill School
V0929,K051 MS 51 William Alexander Middle School,1,K051 MS 51 William Alexander Middle School
V0930,The Dyker Heights Intermediate School,1,The Dyker Heights Intermediate School
V0931,K328 Phillis Wheatley,1,K328 Phillis Wheatley
V0932,P.S. 214 The Micheal Friedsam School,1,P.S. 214 The Micheal Friedsam School
V0933,I.S. 382,1,I.S. 382
V0934,K935 M.S. 935,1,K935 M.S. 935
V0935,19K507,1,19K507
V0936,P.S. 40 The George Washington Carver School,1,P.S. 40 The George Washington Carver School
V0937,P.S. 599 Brooklyn Landmark Elementary School,1,P.S. 599 Brooklyn Landmark Elementary School
V0938,17k138,1,17k138
V0939,23K401,1,23K401
V0940,K183 PS 446 Riverdale Avenue Community School,1,K183 PS 446 Riverdale Avenue Community School
V0941,K811 PS 811K Connie Lekas School,1,K811 PS 811K Connie Lekas School
V0942,K765 HS 765 Nelson Mandela School for Social Justice,1,K765 HS 765 Nelson Mandela School for Social Justice
V0943,K 307 PS 307 Daniel Hale Williams,1,K 307 PS 307 Daniel Hale Williams
V0944,The Collegiate Academy for Mathematics and Personal Awareness Charter School,1,The Collegiate Academy for Mathematics and Personal Awareness Charter School
V0945,84K730 Summit Academy Charter School,1,84K730 Summit Academy Charter School
V0946,K373-75 The Brooklyn Transition Center,1,K373-75 The Brooklyn Transition Center
V0947,K572 Leaders High School,1,K572 Leaders High School
V0948,K040 - PS 40 - The George Washington Carver School,1,K040 - PS 40 - The George Washington Carver School
V0949,K059 - P.S. 59 - The William Floyd Elementary School,1,K059 - P.S. 59 - The William Floyd Elementary School
V0950,K492 Academy of Arts & Letters and K305,1,K492 Academy of Arts & Letters and K305
V0951,K383 IS 383 Philippa Schulyer Middle School For The Gifted And Talented,1,K383 IS 383 Philippa Schulyer Middle School For The Gifted And Talented
V0952,K050,1,K050
V0953,21k303,1,21k303
V0954,K392,1,K392
V0955,84K486 New Dawn Charter High School,1,84K486 New Dawn Charter High School
V0956,K278 Marine Park JHS 278,1,K278 Marine Park JHS 278
V0957,"BELA Charter School, 84K892",1,"BELA Charter School, 84K892"
V0958,19k510 World Academy for Total Community Health H.S,1,19k510 World Academy for Total Community Health H.S
V0959,P.S.24,1,P.S.24
V0960,K020PS310 The School for Future Leaders,1,K020PS310 The School for Future Leaders
V0961,Key Collegiate Charter School (84K912),1,Key Collegiate Charter School (84K912)
V0962,K123 THE SUYDAM MAGNET SCHOOL FOR STEAM,1,K123 THE SUYDAM MAGNET SCHOOL FOR STEAM
V0963,15K592 Khalil Gibran International Academy,1,15K592 Khalil Gibran International Academy
V0964,New York City College of Technology (City Tech),1,New York City College of Technology (City Tech)
V0965,K497 The Boerum Hill School For International Studies,1,K497 The Boerum Hill School For International Studies
V0966,K736 The New American Academy Charter School,1,K736 The New American Academy Charter School
V0967,K056 PS56 Lewis Latimer and MS351Urban Assembly Unison,1,K056 PS56 Lewis Latimer and MS351Urban Assembly Unison
V0968,PS 134K,1,PS 134K
V0969,19K660 William H. Maxwell CTE High School,1,19K660 William H. Maxwell CTE High School
V0970,21K090,1,21K090
V0971,13K020 Clinton Elementary School,1,13K020 Clinton Elementary School
V0972,K891 - The Brooklyn STEAM Center at the Navy Yard,1,K891 - The Brooklyn STEAM Center at the Navy Yard
V0973,"Settlement Housing Fund, Inc.",1,"Settlement Housing Fund, Inc."
V0974,St. Nicks Alliance,1,St. Nicks Alliance
V0975,"PRATT AREA COMMUNITY COUNCIL, INC. (DBA IMPACCT BROOKLYN)",1,"PRATT AREA COMMUNITY COUNCIL, INC. (DBA IMPACCT BROOKLYN)"
V0976,Mercy Procida Owner LLC,1,Mercy Procida Owner LLC
V0977,"Comunilife, Inc.",1,"Comunilife, Inc."
V0978,"Unified Neighborhood Partners (RiseBoro Community Partnership, Los Sures, United Jewish Organizations of Williamsburg, St Nicks Alliance)",1,"Unified Neighborhood Partners (RiseBoro Community Partnership, Los Sures, United Jewish Organizations of Williamsburg, St Nicks Alliance)"
V0979,Williams and Georgia Towers HDFC,1,Williams and Georgia Towers HDFC
V0980,"Kings Bay Housing Co, Inc.",1,"Kings Bay Housing Co, Inc."
V0981,Department of Parks and Recreation - Marine Park,1,Department of Parks and Recreation - Marine Park
V0982,Department of Parks and Recreation - Powell Park,1,Department of Parks and Recreation - Powell Park
V0983,"L'Refuah Medical and Rehabilitation Center, Inc. DBA Ezra Medical Center, Inc.",1,"L'Refuah Medical and Rehabilitation Center, Inc. DBA Ezra Medical Center, Inc."
V0984,NYC Health+Hospitals / Coney Island,1,NYC Health+Hospitals / Coney Island
V0985,"Community Health Initiatives, Inc.,",1,"Community Health Initiatives, Inc.,"
V0986,King Highway Beautification Association,1,King Highway Beautification Association
