invoice_id,po_id,vendor_id,vendor_name,amount,period,status,submitted_at,doc_uri,missing_field,label_is_duplicate,label_dead_job
INV-00363,HWPLZ006X,V0035,"Ridgewood Bushwick Senior Citizens Council, Inc.",1274445.92,202605,paid,2026-05-17,docs/invoices/INV-00363.pdf,none,false,false
INV-00364,HWPLZ006X,V0035,Ridgewood Bushwick Senior Citizens Council,1274445.92,202605,pending,2026-05-13,docs/invoices/INV-00364.pdf,none,true,false
INV-00365,E21-0005,V0196,DPR - Kolbert Park,25210.96,202605,paid,2026-05-28,docs/invoices/INV-00365.pdf,none,false,false
INV-00366,P-3CPI3AB,V0877,NYC Health + Hospitals/ Kings County,68125.43,202605,denied,2026-05-15,docs/invoices/INV-00366.pdf,none,false,false
INV-00367,APIDSSI02,V0652,K158 P.S. 158 Warwick 400 Ashford Street,675092.13,202605,pending,2026-05-12,docs/invoices/INV-00367.pdf,none,false,false
INV-00368,PO79RNSA,V0189,DPR - Prospect Park Alliance,139473.33,202605,pending,2026-05-18,docs/invoices/INV-00368.pdf,none,false,true
INV-00369,S136-383S,V0138,PS295,2049960.83,202605,paid,2026-05-08,docs/invoices/INV-00369.pdf,none,false,true
INV-00370,PWQ077AT2,V0104,The Brooklyn International High School (13K439),1202005.68,202605,paid,2026-05-23,docs/invoices/INV-00370.pdf,none,false,true
INV-00371,HR258AVBO,V0274,"Leaders High School, 21K572",325010.65,202605,paid,2026-05-05,docs/invoices/INV-00371.pdf,none,false,false
INV-00372,HWQBCH6WF,V0198,DPR - MOFFAT STREET PARK,337955.02,202605,denied,2026-05-09,docs/invoices/INV-00372.pdf,none,false,false
INV-00373,HBRA24925,V0419,CAMBA Inc-Bedford -Stuyvesant multi service center,53377.28,202605,paid,2026-05-04,docs/invoices/INV-00373.pdf,none,false,true
INV-00374,HWK1153A,V0121,Progress High School,113204.47,202605,paid,2026-05-18,docs/invoices/INV-00374.pdf,vendor_name,false,true
INV-00375,18202201,V0351,Public School 59 William Floyd,6700.98,202605,pending,2026-05-16,docs/invoices/INV-00375.pdf,none,false,false
INV-00376,C75BULOVA,V0074,"Ohel Children's Home and Family Services, Inc.",39521.69,202605,paid,2026-05-11,docs/invoices/INV-00376.pdf,none,false,true
INV-00377,PS-277,V0878,"NYC Health + Hospitals/ Gotham Health, East New York",1198420.87,202605,paid,2026-05-10,docs/invoices/INV-00377.pdf,none,false,false
INV-00378,LM019-011,V0900,K088 JHS 088 Peter Rouget,30820.25,202605,paid,2026-05-01,docs/invoices/INV-00378.pdf,none,false,true
INV-00379,P-2PDBRC2,V0451,Crispus Attucks Elementary School - PS21,1106782.06,202605,paid,2026-05-21,docs/invoices/INV-00379.pdf,none,false,false
INV-00380,TFLUMP,V0490,P.S.91 The Albany Avenue School,3666537.58,202605,denied,2026-05-21,docs/invoices/INV-00380.pdf,none,false,false
INV-00381,LBK16STRF,V0892,Cold Spring Harbor Laboratory,25531.1,202605,paid,2026-05-05,docs/invoices/INV-00381.pdf,none,false,false
INV-00382,CO293GCON,V0189,DPR -  Prospect Park Alliance,916245.06,202605,paid,2026-05-06,docs/invoices/INV-00382.pdf,none,false,false
INV-00383,PW326NYCC,V0122,P.S. 040 George W. Carver,609760.02,202605,paid,2026-05-21,docs/invoices/INV-00383.pdf,none,false,true
INV-00384,SANDY4-53,V0208,Institute for Community Living Inc,24671.41,202605,denied,2026-05-22,docs/invoices/INV-00384.pdf,none,false,false
INV-00385,PV502-SDW,V0286,"P.S. 10, Magnet School of Math, Science and Design Technology",228378.11,202605,paid,2026-05-14,docs/invoices/INV-00385.pdf,none,false,false
INV-00386,SAND1113,V0411,The Noel Pointer Foundation,991594.44,202605,paid,2026-05-18,docs/invoices/INV-00386.pdf,none,false,true
INV-00387,SANDHM246,V0155,"PS 770, The New American Academy",5046.04,202605,paid,2026-05-08,docs/invoices/INV-00387.pdf,none,false,true
INV-00388,PW77501AD,V0318,PS/IS 41,142251.14,202605,paid,2026-05-20,docs/invoices/INV-00388.pdf,none,false,false
INV-00389,NR-115-L,V0659,P.S. 178 SAINT CLAIR MCKELWAY,3499608.21,202605,pending,2026-05-09,docs/invoices/INV-00389.pdf,none,false,false
INV-00390,GOVISLND2,V0122,P.S. 040 GEORGE W. CARVER,35740.64,202605,pending,2026-05-20,docs/invoices/INV-00390.pdf,none,false,false
INV-00391,P-6RPZBKQ,V0351,Public School 59 William Floyd,37100.03,202605,paid,2026-05-22,docs/invoices/INV-00391.pdf,none,false,false
INV-00392,HH112HSHP,V0587,Wyckoff Heights Medical Center,185862.04,202605,paid,2026-05-16,docs/invoices/INV-00392.pdf,none,false,false
INV-00393,HH112SWTR,V0002,Wildlife Conservation Society - New York Aquarium,843.37,202605,paid,2026-05-20,docs/invoices/INV-00393.pdf,none,false,false
INV-00394,HH112SWTR,V0002,Wildlife Conservation Society New York Aquarium,843.37,202605,pending,2026-05-15,docs/invoices/INV-00394.pdf,none,true,false
INV-00395,EO26-0076,V0085,Brooklyn Urban Garden Charter School (BUGS),16404.76,202605,paid,2026-05-21,docs/invoices/INV-00395.pdf,vendor_name,false,true
INV-00396,18202001,V0591,New York-Presbyterian Brooklyn Methodist Hospital,66228.23,202605,pending,2026-05-05,docs/invoices/INV-00396.pdf,none,false,false
INV-00397,SANDR2BRG,V0245,Abraham Lincoln High School,1198019.05,202605,pending,2026-05-20,docs/invoices/INV-00397.pdf,none,false,false
INV-00398,HBPK27K,V0596,"BEL Community Housing, LLC",1121938.4,202605,denied,2026-05-19,docs/invoices/INV-00398.pdf,none,false,false
INV-00399,24202206,V0245,ABRAHAM LINCOLN HIGH SCHOOL,1127093.1,202605,pending,2026-05-26,docs/invoices/INV-00399.pdf,none,false,false
INV-00400,PV050ELMO,V0621,P.S. 029 JOHN M. HARRIGAN,238537.14,202605,denied,2026-05-01,docs/invoices/INV-00400.pdf,none,false,true
INV-00401,PV264FULT,V0248,Beginning with Children Charter School 2 K037,18294.57,202605,paid,2026-05-16,docs/invoices/INV-00401.pdf,none,false,false
INV-00402,PV264FULT,V0248,Beginning with Children Charter School 2 K037,18294.57,202605,pending,2026-05-11,docs/invoices/INV-00402.pdf,none,true,false
INV-00403,P-3HRPCWP,V0500,PS 186 Dr. Irving A. Gladstone,356587.4,202605,paid,2026-05-13,docs/invoices/INV-00403.pdf,amount,false,false
INV-00404,SEQ200616,V0056,Issue Project Room,3527309.23,202605,paid,2026-05-04,docs/invoices/INV-00404.pdf,none,false,false
INV-00405,SEQ200616,V0056,Issue Project Room,3527309.23,202605,pending,2026-05-28,docs/invoices/INV-00405.pdf,none,true,false
INV-00406,P-6SITEIN,V0183,"DPR -  Cadman Park Conservancy, Inc.",94172.8,202605,paid,2026-05-08,docs/invoices/INV-00406.pdf,none,false,false
INV-00407,RED-388,V0008,Ifetayo Cultural Arts Academy,321779.21,202605,denied,2026-05-05,docs/invoices/INV-00407.pdf,none,false,false
INV-00408,P-307MPSP,V0619,P.S. 021 CRISPUS ATTUCKS,49471.4,202605,paid,2026-05-14,docs/invoices/INV-00408.pdf,amount,false,false
INV-00409,ID21-PSLT,V0632,P.S. 092 ADRIAN HEGEMAN,16133010.23,202605,paid,2026-05-18,docs/invoices/INV-00409.pdf,none,false,false
INV-00410,P-311RSTF,V0365,Brooklyn School of Inquiry,418344.94,202605,pending,2026-05-19,docs/invoices/INV-00410.pdf,none,false,false
INV-00411,P-2JRCOUR,V0274,"Leaders High School, 21K572",329802.03,202605,pending,2026-05-19,docs/invoices/INV-00411.pdf,none,false,false
INV-00412,HWXS211V2,V0683,J.H.S. 259 WILLIAM MCKINLEY,217540.24,202605,paid,2026-05-06,docs/invoices/INV-00412.pdf,none,false,true
INV-00413,PW282253B,V0216,Bedford Stuyvesant Restoration Corp.,83765.67,202605,paid,2026-05-12,docs/invoices/INV-00413.pdf,none,false,false
INV-00414,BUSHDEVSP,V0618,P.S. 15 PATRICK F. DALY,481877.22,202605,paid,2026-05-05,docs/invoices/INV-00414.pdf,none,false,false
INV-00415,TI-182-L,V0365,THE BROOKLYN SCHOOL OF INQUIRY,120342.53,202605,paid,2026-05-20,docs/invoices/INV-00415.pdf,none,false,false
INV-00416,02202403,V0122,P.S. 040 GEORGE W. CARVER,1048658.34,202605,pending,2026-05-12,docs/invoices/INV-00416.pdf,po_id,false,false
INV-00417,P-413QCAF,V0315,PS 69 Vincent D. Grippo School,226512.04,202605,paid,2026-05-17,docs/invoices/INV-00417.pdf,none,false,false
INV-00418,PO79LABB,V0216,Bedford Stuyvesant Restoration Corp.,4866.82,202605,denied,2026-05-23,docs/invoices/INV-00418.pdf,none,false,false
INV-00419,P-4SHREDP,V0122,P.S. 040 GEORGE W. CARVER,2232.04,202605,paid,2026-05-21,docs/invoices/INV-00419.pdf,none,false,false
INV-00420,YC062-020,V0289,P.S. 274 KOSCIUSKO,45367.29,202605,paid,2026-05-25,docs/invoices/INV-00420.pdf,none,false,false
INV-00421,CS-GC-SFS,V0623,P.S. 048 MAPLETON,29189541.19,202605,paid,2026-05-07,docs/invoices/INV-00421.pdf,amount,false,false
INV-00422,P-2PGRD11,V0822,K130 P.S. 130 The Parkside 70 Ocean Parkway,54818.68,202605,paid,2026-05-10,docs/invoices/INV-00422.pdf,none,false,false
INV-00423,JA-GBT,V0170,New York University,678008.66,202605,paid,2026-05-01,docs/invoices/INV-00423.pdf,none,false,false
INV-00424,P-414B9TH,V0248,Beginning with Children Charter School 2 (K037),10773.54,202605,pending,2026-05-16,docs/invoices/INV-00424.pdf,none,false,true
INV-00425,HU035-016,V0080,Bed-Stuy Campaign Against Hunger,30295.96,202605,paid,2026-05-26,docs/invoices/INV-00425.pdf,none,false,false
INV-00426,67202201,V0216,Bedford Stuyvesant Restoration Corp.,15158.04,202605,paid,2026-05-04,docs/invoices/INV-00426.pdf,none,false,false
INV-00427,CO264CADA,V0843,N/A - Lamad Academy Charter School,889.98,202605,pending,2026-05-14,docs/invoices/INV-00427.pdf,none,false,false
INV-00428,P-2CPIWLB,V0614,NORMA ADAMS CLEMONS ACADEMY,118771.1,202605,denied,2026-05-01,docs/invoices/INV-00428.pdf,none,false,false
INV-00429,GI-TIBBET,V0351,Public School 59 William Floyd,5522760.76,202605,pending,2026-05-06,docs/invoices/INV-00429.pdf,none,false,false
INV-00430,HBCR03B,V0475,MULTICULTURAL HIGH SCHOOL,1447923.23,202605,pending,2026-05-07,docs/invoices/INV-00430.pdf,none,false,false
INV-00431,NC-179,V0304,PS 150 The Christopher School,1152702.43,202605,paid,2026-05-01,docs/invoices/INV-00431.pdf,none,false,false
INV-00432,PW77207HV,V0074,Ohel Children's Home and Family Services,422932.68,202605,paid,2026-05-25,docs/invoices/INV-00432.pdf,none,false,false
INV-00433,P-30420S2,V0702,I.S. 364 GATEWAY,83775.62,202605,pending,2026-05-04,docs/invoices/INV-00433.pdf,none,false,false
INV-00434,PW357FIRE,V0589,NYC Health + Hospitals/Woodhull,629541.04,202605,pending,2026-05-16,docs/invoices/INV-00434.pdf,none,false,false
INV-00435,CS-BX-LTP,V0312,PS 372 The Children's School,2773452.31,202605,pending,2026-05-03,docs/invoices/INV-00435.pdf,amount,false,false
INV-00436,P-110FLAG,V0540,RIVERDALE AVENUE COMMUNITY SCHOOL,80930.16,202605,denied,2026-05-03,docs/invoices/INV-00436.pdf,none,false,false
INV-00437,W125TRANS,V0248,Beginning with Children Charter School 2 K037,759637.08,202605,denied,2026-05-10,docs/invoices/INV-00437.pdf,amount,false,true
INV-00438,HW2CR21E,V0476,Origins High School,859759.68,202605,paid,2026-05-24,docs/invoices/INV-00438.pdf,none,false,false
INV-00439,HWQBULB1,V0500,PS 186 Dr. Irving A. Gladstone,1319576.61,202605,paid,2026-05-26,docs/invoices/INV-00439.pdf,none,false,false
INV-00440,SEEDHWX01,V0035,"Ridgewood Bushwick Senior Citizens Council, Inc.",512604.02,202605,denied,2026-05-05,docs/invoices/INV-00440.pdf,amount,false,false
INV-00441,P-307BLOC,V0026,23K363 - Brownsville Collaborative Middle School,28026.14,202605,paid,2026-05-12,docs/invoices/INV-00441.pdf,none,false,false
INV-00442,P-6CNGEVC,V0503,"PS 222, Katherine R. Snyder Elementary School",56585.62,202605,denied,2026-05-14,docs/invoices/INV-00442.pdf,none,false,false
INV-00443,WM-LC-17,V0118,Middle School 763 - Brooklyn Science and Engineering Academy,386636.07,202605,paid,2026-05-28,docs/invoices/INV-00443.pdf,none,false,false
INV-00444,LBK16STRF,V0878,"NYC Health + Hospitals, Gotham Health, East New York",75099.66,202605,paid,2026-05-10,docs/invoices/INV-00444.pdf,none,false,false
INV-00445,PW335A29,V0572,Habitat for Humanity NYC,200716.23,202605,paid,2026-05-26,docs/invoices/INV-00445.pdf,none,false,false
INV-00446,P-4LIBTPL,V0486,Public School 32 – Samuel Mills Sprole School,49030.94,202605,pending,2026-05-19,docs/invoices/INV-00446.pdf,none,false,false
INV-00447,FX175GE42,V0057,The Brooklyn Historical Society,58225.67,202605,denied,2026-05-24,docs/invoices/INV-00447.pdf,none,false,false
INV-00448,P-6FACD21,V0485,P.S. 309 The George E. Wibecan Preparatory Academy,110809.82,202605,paid,2026-05-11,docs/invoices/INV-00448.pdf,none,false,false
INV-00449,P-6PNYCST,V0453,EBC High School for Public Service Department of Education,108699.98,202605,pending,2026-05-18,docs/invoices/INV-00449.pdf,amount,false,false
INV-00450,P-208BRSK,V0273,KAPPA V,89856.42,202605,paid,2026-05-07,docs/invoices/INV-00450.pdf,none,false,false
INV-00451,SEQ200586,V0057,The Brooklyn Historical Society,1396637.55,202605,denied,2026-05-23,docs/invoices/INV-00451.pdf,none,false,false
INV-00452,QC001-027,V0915,k662 MS Liberty Avenue Middle School,41398.7,202605,paid,2026-05-05,docs/invoices/INV-00452.pdf,none,false,false
INV-00453,P-2GPWBPC,V0006,Brooklyn Academy of Music (BAM),10842.79,202605,paid,2026-05-23,docs/invoices/INV-00453.pdf,none,false,true
INV-00454,BRC270D,V0321,Public School - IS98 the Bay Academy for the Arts & Sciences,14996376.89,202605,denied,2026-05-05,docs/invoices/INV-00454.pdf,none,false,false
INV-00455,NC-167,V0209,"COMMUNITY HEALTHCARE NETWORK, INC",124390.57,202605,paid,2026-05-01,docs/invoices/INV-00455.pdf,none,false,false
INV-00456,BED-778,V0151,"P53K @ SPRING CREEK, DISTRICT 75",397704.49,202605,pending,2026-05-21,docs/invoices/INV-00456.pdf,none,false,true
INV-00457,PO79BMALA,V0146,P.S. 335 Granville T. Woods,37883.55,202605,paid,2026-05-14,docs/invoices/INV-00457.pdf,none,false,false
INV-00458,BNYB62RFR,V0285,P. S. 146 The Brooklyn New School,228951.2,202605,paid,2026-05-27,docs/invoices/INV-00458.pdf,none,false,false
INV-00459,ACEDOH212,V0736,BROOKLYN BROWNSTONE SCHOOL,21160.54,202605,paid,2026-05-01,docs/invoices/INV-00459.pdf,none,false,true
INV-00460,CA004-021,V0208,Institute for Community Living Inc,126226.59,202605,denied,2026-05-10,docs/invoices/INV-00460.pdf,vendor_name,false,false
INV-00461,HWS2025Q,V0582,DPR - Paerdegat Park - Cristo Rey Brooklyn High School,724728.93,202605,pending,2026-05-21,docs/invoices/INV-00461.pdf,none,false,false
INV-00462,HWKAVEXWF,V0604,Hispanic Information and Telecommunication Network Inc.,34948.75,202605,paid,2026-05-17,docs/invoices/INV-00462.pdf,none,false,false
INV-00463,RED-366,V0150,PUBLIC SCHOOL 44,1957323.04,202605,pending,2026-05-05,docs/invoices/INV-00463.pdf,none,false,false
INV-00464,LM002-021,V0144,P.S. 321 William Penn,17489.46,202605,paid,2026-05-15,docs/invoices/INV-00464.pdf,none,false,false
INV-00465,LM002-021,V0144,P.S. 321 WILLIAM PENN,17489.46,202605,pending,2026-05-11,docs/invoices/INV-00465.pdf,none,true,false
INV-00466,PW77CHVAC,V0983,"L'Refuah Medical and Rehabilitation Center, Inc. DBA Ezra Medical Center, Inc.",507061.75,202605,paid,2026-05-08,docs/invoices/INV-00466.pdf,none,false,false
INV-00467,PW326C104,V0009,Gallim Dance Company,3025.03,202605,paid,2026-05-05,docs/invoices/INV-00467.pdf,none,false,true
INV-00468,P-2CPIPHP,V0796,K196 P.S. 196 Ten Eyck 207 Bushwick Avenue,450684.42,202605,pending,2026-05-04,docs/invoices/INV-00468.pdf,none,false,false
INV-00469,F175-MP36,V0074,"Ohel Children's Home and Family Services, Inc.",19583.28,202605,paid,2026-05-28,docs/invoices/INV-00469.pdf,amount,false,false
INV-00470,F175-MP36,V0074,Ohel Children's Home and Family Services,19583.28,202605,pending,2026-05-06,docs/invoices/INV-00470.pdf,none,true,false
INV-00471,ACEDEP601,V0163,Central Brooklyn Ascend Charter School,39779.03,202605,paid,2026-05-09,docs/invoices/INV-00471.pdf,none,false,true
INV-00472,HBCR24A,V0644,P.S. 147 ISAAC REMSEN,562517.44,202605,paid,2026-05-10,docs/invoices/INV-00472.pdf,none,false,false
INV-00473,LNMA12TOT,V0581,DPR- Trees for Rogers Ave,11801.74,202605,denied,2026-05-10,docs/invoices/INV-00473.pdf,none,false,true
INV-00474,HU004-021,V0485,P.S. 309 The George E. Wibecan Preparatory Academy,4801.99,202605,paid,2026-05-20,docs/invoices/INV-00474.pdf,none,false,false
INV-00475,PO79BMAKI,V0757,CUNY New York City College of Technology,287564.53,202605,pending,2026-05-08,docs/invoices/INV-00475.pdf,vendor_name,false,false
INV-00476,P-210JPPT,V0866,"K284 The Gregory Jocko Jackson School Of Sports, Art, And Technology 213 Osborn Street",88791.16,202605,pending,2026-05-15,docs/invoices/INV-00476.pdf,none,false,false
INV-00477,P-200LFHH,V0274,Leaders High School 21K572,146526.69,202605,pending,2026-05-09,docs/invoices/INV-00477.pdf,po_id,false,false
INV-00478,HWR705,V0155,"PS 770, The New American Academy",134928.46,202605,paid,2026-05-12,docs/invoices/INV-00478.pdf,none,false,true
INV-00479,HWR705,V0155,PS 770 The New American Academy,134928.46,202605,pending,2026-05-12,docs/invoices/INV-00479.pdf,none,true,true
INV-00480,SEK20067,V0964,New York City College of Technology (City Tech),983472.65,202605,pending,2026-05-11,docs/invoices/INV-00480.pdf,none,false,false
INV-00481,HH115STEP,V0584,DPR - Fort Greene Park Conservancy,45044.29,202605,paid,2026-05-09,docs/invoices/INV-00481.pdf,none,false,false
INV-00482,DEL-260,V0248,Beginning with Children Charter School 2 (K037),486828.24,202605,paid,2026-05-04,docs/invoices/INV-00482.pdf,none,false,false
INV-00483,JAMAVE1,V0171,"Howard Houses Tenants Council, Inc",93657.16,202605,pending,2026-05-14,docs/invoices/INV-00483.pdf,none,false,true
INV-00484,P-4HILNDP,V0498,PS 165 Ida Posner,168471.85,202605,denied,2026-05-08,docs/invoices/INV-00484.pdf,none,false,false
INV-00485,P-5STFMHN,V0208,Institute for Community Living Inc,20142.15,202605,paid,2026-05-01,docs/invoices/INV-00485.pdf,none,false,false
INV-00486,HBQA24066,V0530,Public School 250 George H. Lindsay Magnet School for Communications & Multimedia Arts,16210046.39,202605,paid,2026-05-14,docs/invoices/INV-00486.pdf,none,false,false
INV-00487,ACEDCA501,V0786,"Council of People's Organizations, Inc.,",436251.39,202605,paid,2026-05-14,docs/invoices/INV-00487.pdf,none,false,false
INV-00488,P-2PROSPK,V0485,P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,10753.53,202605,paid,2026-05-07,docs/invoices/INV-00488.pdf,period,false,false
INV-00489,LQLAHEXTR,V0487,"P.S. 397, Foster Laurie",20057.28,202605,pending,2026-05-20,docs/invoices/INV-00489.pdf,none,false,false
INV-00490,P-6WATRF1,V0026,23K363 - Brownsville Collaborative Middle School,119266.69,202605,paid,2026-05-01,docs/invoices/INV-00490.pdf,none,false,false
INV-00491,S136-432,V0150,PUBLIC SCHOOL 44,23856.48,202605,paid,2026-05-21,docs/invoices/INV-00491.pdf,none,false,false
INV-00492,P-303CRES,V0035,Ridgewood Bushwick Senior Citizens Council,6847.69,202605,paid,2026-05-04,docs/invoices/INV-00492.pdf,none,false,false
INV-00493,P-303CRES,V0035,Ridgewood Bushwick Senior Citizens Council,6847.69,202605,pending,2026-05-03,docs/invoices/INV-00493.pdf,none,true,false
INV-00494,P-3CPINSP,V0411,The Noel Pointer Foundation,155980.72,202605,paid,2026-05-03,docs/invoices/INV-00494.pdf,none,false,false
INV-00495,C75STEAM,V0789,NYCEDC - Moore Street Market,6071.07,202605,denied,2026-05-21,docs/invoices/INV-00495.pdf,none,false,true
INV-00496,PO79BMALK,V0736,BROOKLYN BROWNSTONE SCHOOL,160604.4,202605,paid,2026-05-23,docs/invoices/INV-00496.pdf,none,false,false
INV-00497,P-411OKPG,V0902,k561 Williamsburg Preparatory School,5248.4,202605,paid,2026-05-08,docs/invoices/INV-00497.pdf,none,false,false
INV-00498,P-308RPCS,V0476,ORIGINS HIGH SCHOOL,295224.22,202605,paid,2026-05-19,docs/invoices/INV-00498.pdf,none,false,false
INV-00499,GOVISWTR2,V0262,IS 96 Seth Low,970275.23,202605,paid,2026-05-01,docs/invoices/INV-00499.pdf,none,false,false
INV-00500,SOLARPQL1,V0312,PS 372 The Children's School,44417.5,202605,paid,2026-05-15,docs/invoices/INV-00500.pdf,none,false,false
INV-00501,P-210SPTC,V0225,Brooklyn Conservatory of Music,143773.72,202605,paid,2026-05-23,docs/invoices/INV-00501.pdf,none,false,false
INV-00502,P-218CPMC,V0611,JUAN MOREL CAMPOS SECONDARY SCHOOL,74742.27,202605,paid,2026-05-02,docs/invoices/INV-00502.pdf,none,false,false
INV-00503,P-208SJRC,V0175,Cypress Hills Local Development Corporation,20477.88,202605,pending,2026-05-05,docs/invoices/INV-00503.pdf,none,false,false
INV-00504,HBMA24613,V0877,NYC Health + Hospitals/ Kings County,230533.21,202605,paid,2026-05-17,docs/invoices/INV-00504.pdf,po_id,false,true
INV-00505,RH-94-L,V0493,P369K@P5K,25116.16,202605,paid,2026-05-17,docs/invoices/INV-00505.pdf,none,false,false
INV-00506,TF18JE190,V0248,Beginning with Children Charter School 2 (K037),21443.88,202605,paid,2026-05-22,docs/invoices/INV-00506.pdf,none,false,false
INV-00507,TF18JE190,V0248,Beginning with Children Charter School 2 K037,21443.88,202605,pending,2026-05-17,docs/invoices/INV-00507.pdf,none,true,false
INV-00508,F175WE291,V0002,Wildlife Conservation Society - New York Aquarium,43642.84,202605,paid,2026-05-21,docs/invoices/INV-00508.pdf,amount,false,false
INV-00509,F175WE291,V0002,Wildlife Conservation Society New York Aquarium,43642.84,202605,pending,2026-05-25,docs/invoices/INV-00509.pdf,none,true,false
INV-00510,P-312MJCR,V0143,PS 316 - Elijah G. Stroud,103415.37,202605,pending,2026-05-07,docs/invoices/INV-00510.pdf,none,false,false
INV-00511,HOMEPORT2,V0877,NYC Health + Hospitals/ Kings County,2267424.18,202605,paid,2026-05-26,docs/invoices/INV-00511.pdf,none,false,false
INV-00512,SANDMAN3C,V0636,P.S. 108 SAL ABBRACCIAMENTO,1790.24,202605,paid,2026-05-27,docs/invoices/INV-00512.pdf,none,false,false
INV-00513,PW80ELEC,V0366,The Green School,592339.81,202605,paid,2026-05-03,docs/invoices/INV-00513.pdf,none,false,false
INV-00514,HWD10330,V0183,"DPR -  Cadman Park Conservancy, Inc.",144058.86,202605,paid,2026-05-11,docs/invoices/INV-00514.pdf,none,false,false
INV-00515,HWD10330,V0183,"DPR - Cadman Park Conservancy, Inc.",144058.86,202605,pending,2026-05-12,docs/invoices/INV-00515.pdf,none,true,false
INV-00516,SEQ200341,V0176,Contello Towers No 2,217131.33,202605,pending,2026-05-22,docs/invoices/INV-00516.pdf,none,false,true
INV-00517,P-4WATECS,V0312,PS 372 The Children's School,23747.58,202605,paid,2026-05-09,docs/invoices/INV-00517.pdf,none,false,true
INV-00518,PV050ELMO,V0665,P.S. 197 - THE KINGS HIGHWAY ACADEMY,142663.79,202605,pending,2026-05-26,docs/invoices/INV-00518.pdf,none,false,true
INV-00519,P-4DELGRP,V0150,PUBLIC SCHOOL 44,501816.1,202605,paid,2026-05-23,docs/invoices/INV-00519.pdf,none,false,false
INV-00520,QC001-025,V0210,"SUNY Downstate Medical Center / Downstate Technology Center, Inc.",22896.55,202605,paid,2026-05-27,docs/invoices/INV-00520.pdf,none,false,false
INV-00521,PW324MAIN,V0540,RIVERDALE AVENUE COMMUNITY SCHOOL,351817.2,202605,paid,2026-05-13,docs/invoices/INV-00521.pdf,none,false,false
INV-00522,SEN002182,V0846,K212 P.S. 212 Lady Deborah Moody 87 Bay 49 Street,200145.22,202605,denied,2026-05-18,docs/invoices/INV-00522.pdf,po_id,false,false
INV-00523,P-6TREEP1,V0689,P.S. 290 JUAN MOREL CAMPOS,1578371.48,202605,denied,2026-05-27,docs/invoices/INV-00523.pdf,none,false,false
INV-00524,CRO-M&A,V0189,DPR - Prospect Park Alliance,1005959.83,202605,pending,2026-05-14,docs/invoices/INV-00524.pdf,none,false,false
INV-00525,P-4ALYPND,V0187,"DPR -  Grand Street District Management Association, Inc.",34037.52,202605,paid,2026-05-06,docs/invoices/INV-00525.pdf,period,false,false
INV-00526,PW77115CH,V0365,THE BROOKLYN SCHOOL OF INQUIRY,51120.5,202605,paid,2026-05-25,docs/invoices/INV-00526.pdf,none,false,false
INV-00527,BNYB92MBE,V0855,Bedford Courts LDC,17099.01,202605,paid,2026-05-03,docs/invoices/INV-00527.pdf,period,false,false
INV-00528,P-1CPITIF,V0572,Habitat for Humanity NYC,1667154.46,202605,denied,2026-05-28,docs/invoices/INV-00528.pdf,period,false,false
INV-00529,24201920,V0183,"DPR -  Cadman Park Conservancy, Inc.",10670.53,202605,paid,2026-05-25,docs/invoices/INV-00529.pdf,none,false,false
INV-00530,24201920,V0183,"DPR - Cadman Park Conservancy, Inc.",10670.53,202605,pending,2026-05-05,docs/invoices/INV-00530.pdf,none,true,false
INV-00531,AG01NELS,V0877,NYC Health + Hospitals/ Kings County,31008.86,202605,paid,2026-05-27,docs/invoices/INV-00531.pdf,none,false,false
INV-00532,48202040,V0026,23K363 - Brownsville Collaborative Middle School,5185.87,202605,paid,2026-05-05,docs/invoices/INV-00532.pdf,amount,false,false
INV-00533,HWQ789,V0157,P.S./I.S. 45K,487842.68,202605,pending,2026-05-14,docs/invoices/INV-00533.pdf,none,false,false
INV-00534,P-302HGLR,V0449,Brooklyn Technical High School,367643.37,202605,paid,2026-05-25,docs/invoices/INV-00534.pdf,none,false,false
INV-00535,P-303SDRP,V0241,21K525 - Edward R. Murrow H.S.,240250.59,202605,denied,2026-05-13,docs/invoices/INV-00535.pdf,none,false,false
INV-00536,HWS2021X,V0878,"NYC Health + Hospitals/ Gotham Health, East New York",151576.04,202605,paid,2026-05-26,docs/invoices/INV-00536.pdf,none,false,true
INV-00537,HWS2021X,V0878,"NYC Health + Hospitals, Gotham Health, East New York",151576.04,202605,pending,2026-05-25,docs/invoices/INV-00537.pdf,none,true,true
INV-00538,P-107WOIF,V0433,18K276,605584.18,202605,paid,2026-05-25,docs/invoices/INV-00538.pdf,amount,false,false
INV-00539,QED-1055,V0123,PS 110 The Monitor School,748098.82,202605,paid,2026-05-01,docs/invoices/INV-00539.pdf,none,false,false
INV-00540,SER002324,V0155,PS 770-The New American Academy,161792.18,202605,denied,2026-05-09,docs/invoices/INV-00540.pdf,none,false,false
INV-00541,HED580,V0218,"Discalced, Inc. (dba Mark Morris Dance Group)",689857.23,202605,denied,2026-05-28,docs/invoices/INV-00541.pdf,none,false,true
INV-00542,48202402,V0504,PS 315K,44541.64,202605,pending,2026-05-01,docs/invoices/INV-00542.pdf,none,false,false
INV-00543,NC-167,V0209,"COMMUNITY HEALTHCARE NETWORK, INC",756995.47,202605,denied,2026-05-26,docs/invoices/INV-00543.pdf,none,false,false
