fms_id,budget_line,total_budget,spend_to_date,managing_agency,sponsor_agency,vendor_ids
P-213SCRN,"P -0245K, P -D017",601300.00,601300.00,DPR,DPR,V0642 V0122
P-4RAINE2,"P -1018 , P -I001 , P -Q245",9781047.05,9005342.68,DPR,DPR,V0443 V0541
P-412NAUT,"P -D019 , P -Q245",6359821.24,5262982.23,DPR,DPR,V0251
P-406PG62,"P -D019 , P -I001 , P -Q245",4570003.17,2860733.49,DPR,DPR,V0948 V0872 V0711
P-408HOV2,"P -D019 , P -I001 , P -Q245 , TF-0502",5147181.36,803181.36,DPR,DPR,V0485 V0562
P-414BCAP,"P -D019 , P -I001",3506798.00,2455749.09,DPR,DPR,V0150 V0544
P-205SHNK,"P -1018 , P -I001",6187018.22,5122832.48,DPR,DPR,V0314
P-404CROW,"P -D019 , P -I001 , P -Q245 , TF-0502",4468907.28,2480444.43,DPR,DPR,V0289 V0576
P-401SOC2,"P -D019 , P -I001",6919401.51,5958857.73,DPR,DPR,V0466 V0043
P-303SDRP,"P -D018 , P -I001 , P -M245",6337602.15,964143.86,DPR,DPR,V0241 V0877
SANDY3-12,"P -1018 , P -I001",2600577.90,2414287.59,DPR,DPR,V0146 V0062 V0900
P-2BELTPE,"P -0822 , P -1018 , P -I001",12830692.92,9384355.30,DPR,DPR,V0348 V0654
P-201MCBH,"P -1018 , P -1018",12347293.83,9306066.07,DPR,DPR,V0174 V0150 V0274
P-6TREEP1,"P -0822 , P -1018 , P -I001",27539965.00,25724157.49,DPR,DPR,V0209 V0689
P-6TREEP2,"P -0822 , P -1018 , P -I001",3016029.74,2988894.71,DPR,DPR,V0352
P-206RH02,"P -0245K, P -0245K",1631039.07,146488.08,DPR,DPR,V0443 V0130
P-206RHBF,P -0245K,20397958.98,18568555.88,DPR,DPR,V0404 V0118 V0351
P-206RHBS,"P -0245K, P -0245K, P -1018 , P -I001 , SE-0002K",88950465.69,51207544.75,DPR,DPR,V0835 V0664
P-4BAYMAR,"P -1018 , P -1245",3659899.92,3126641.06,DPR,DPR,V0002 V0187
SANDY4-25,"P -1018 , P -1018 , P -I001",5130107.04,4470385.62,DPR,DPR,V0540 V0588
P-1HCMARI,"P -1018 , P -D021 , P -D021 , PU-0200",659457.83,56212.04,DPR,DPR,V0203 V0208
SANDY1-10,"P -1018 , P -1018 , P -I001",5815605.10,1353253.39,DPR,DPR,V0136 V0002
NDF-CLNKY,"ED-0384 , P -0245K",24543220.21,20190983.52,DPR,DPR,V0562
P-413COV2,"P -1018 , P -Q245",4700806.52,3501377.90,DPR,DPR,V0084
P-3DAGHAM,"P -1018 , P -D018 , P -I001",2636596.18,2417503.63,DPR,DPR,V0803 V0772
P-408CPGA,"P -0704 , P -1018 , P -I001",42734554.96,9658386.85,DPR,DPR,V0815 V0028
P-111ZIMP,"P -1018 , P -D021 , P -I001",7549728.87,4412433.98,DPR,DPR,V0014 V0045 V0096
P-407BTPL,"P -1018 , P -Q245",3819469.37,3626779.60,DPR,DPR,V0118 V0209 V0174
P-3PS155M,"P -D018 , P -I001 , P -M245",4094647.05,2921775.63,DPR,DPR,V0245 V0064
P-218PWMP,"P -D017 , P -I001 , P -K001 , P -K011",516636.47,516636.47,DPR,DPR,V0391 V0562 V0820
P-311HCTR,"P -1250 , P -1250 , P -I001",6744671.45,4692775.52,DPR,DPR,V0475 V0877 V0562
P-110ODFA,"P -0506 , P -I001",378000.00,321029.09,DPR,DPR,V0208 V0884 V0182
P-208SJFA,"P -0506 , P -1018 , P -I001",878413.41,693654.18,DPR,DPR,V0183 V0297
P-309JRFA,"P -1018 , P -1018 , P -I001",144848.25,124026.89,DPR,DPR,V0899 V0351 V0312
P-310ARFA,"P -0506 , P -I001",655200.17,413786.06,DPR,DPR,V0187 V0385 V0822
P-311PFFA,"P -0506 , P -0506 , P -1018 , P -I001",149562.45,0.00,DPR,DPR,V0203 V0102
P-311TJFA,"P -1018 , P -1018 , P -I001",396260.50,178.19,DPR,DPR,V0351 V0652
P-312HBRC,P -0506,116000.00,0.00,DPR,DPR,V0312
P-312JHFA,"P -0506 , P -I001",350436.50,195351.49,DPR,DPR,V0443 V0456 V0086
P-4OLMSFA,"P -0506 , P -1018 , P -I001",452238.24,213035.07,DPR,DPR,V0877 V0195 V0741
P-501FPFA,"P -1018 , P -I001",282318.89,205288.21,DPR,DPR,V0810 V0247
P-501LPFA,"P -1018 , P -I001",420374.95,274116.75,DPR,DPR,V0411
P-502GBFA,"P -0506 , P -1018 , P -I001",427000.00,266023.93,DPR,DPR,V0708 V0678 V0653
P-6FLMMUL,"P -0506 , P -1018",1072162.70,579209.99,DPR,DPR,V0035 V0475 V0877
P-102TOWR,"P -1018 , P -I001",4020803.00,52500.48,DPR,DPR,V0351 V0144 V0269
P-310HIBR,"P -1329 , P -I001",894000.00,0.00,DPR,DPR,V0057
P-6STRUC1,"P -0505 , P -1018 , P -1329 , P -D018",1117325.00,570526.75,DPR,DPR,V0974 V0142
P-5FRES10,"P -0245R, P -1321 , P -I001",5106806.85,4559849.12,DPR,DPR,V0208 V0529 V0647
ACEDPR408,"P -1018 , P -I001",574000.00,208455.05,DPR,DPR,V0112 V0243
P-1HPRCHV,"P -I001 , PU-0025",173000.00,0.00,DPR,DPR,V0136
P-2RHRCHV,"P -I001 , PU-0025",235000.00,0.00,DPR,DPR,V0784 V0597
P-2SJRCHV,"P -I001 , PU-0025",176000.00,0.00,DPR,DPR,V0622
P-3CBRCHV,"P -1018 , P -I001 , PU-0025",305000.00,0.00,DPR,DPR,V0150 V0737 V0183
P-3CHRCHV,"P -1018 , P -I001",180000.00,0.00,DPR,DPR,V0879 V0878
P-3JRRCHV,"P -I001 , PU-0025",393000.00,0.00,DPR,DPR,V0490 V0122 V0877
P-3RICWHV,"P -I001 , PU-0025",173000.00,0.00,DPR,DPR,V0351 V0008 V0045
P-4RWRCHV,"P -I001 , PU-0025",358000.00,0.00,DPR,DPR,V0586 V0247 V0485
P-3ANCH03,"P -0415A, P -I001",5031471.34,3363176.08,DPR,DPR,V0351 V0009
P-5CHARCS,"P -0245R, P -D020 , P -R245",4419029.08,3837466.14,DPR,DPR,V0274
P-3INHILL,"P -D018 , P -I001",9150928.36,6254035.45,DPR,DPR,V0208 V0245
P-206ICKE,"P -1018 , P -K011",4829222.60,4507949.87,DPR,DPR,V0181 V0877 V0011
P-202CBPK,"P -0245K, P -0977 , P -1018 , P -D017 , P -I001 , P -K011",21115002.73,1511292.25,DPR,DPR,V0646 V0551
P-407BLND,"P -D019 , P -Q245",6583180.50,5191450.61,DPR,DPR,V0045 V0190 V0652
P-410SCN2,"P -Q245 , TF-0502",4310723.77,3053417.90,DPR,DPR,V0174 V0365
P-107CPFE,"P -I001 , P -X245",1923798.75,1550123.98,DPR,DPR,V0540
P-102BRPP,"P -D021 , P -I001",1203721.77,162297.57,DPR,DPR,V0026 V0650
P-108SPBC,"P -1250 , P -I001 , P -X245",5408585.47,4473372.97,DPR,DPR,V0600
P-2GATE10,P -0245K,8397091.89,8068642.87,DPR,DPR,V0443
P-405EVE2,"P -0938 , P -D019 , P -I001",5278334.00,791400.38,DPR,DPR,V0684 V0429 V0189
P-2HWRDPL,"P -1008 , P -1008",1258178.23,1257808.08,DPR,DPR,V0567 V0443
P-3DDOKPL,P -1008,1154339.45,1154284.19,DPR,DPR,V0009 V0189 V0072
P-4LIBTPL,P -1008,1282827.44,1282813.71,DPR,DPR,V0486
P-6POOL18,"P -1008 , P -1008 , P -1018",3799564.16,3799470.03,DPR,DPR,V0490 V0572
P-1BILYRF,"P -1249 , P -I001",207800.00,167281.02,DPR,DPR,V0136 V0118 V0877
P-1CHRLRF,P -1249,202147.78,179295.95,DPR,DPR,V0126 V0178 V0146
P-1LZDARF,"P -1250 , P -I001",139100.00,99623.86,DPR,DPR,V0035 V0216 V0443
P-1WKFLRF,"P -1249 , P -I001",126000.00,0.00,DPR,DPR,V0744 V0940 V0667
P-2FRNDRF,P -1249,538934.23,535737.23,DPR,DPR,V0911 V0002
P-4ASTRRF,P -1018,622494.84,597972.84,DPR,DPR,V0127 V0312 V0351
P-4EMLDRF,P -1249,195733.79,142606.79,DPR,DPR,V0222 V0045
P-5SEGNRF,"P -1018 , P -1249",213912.46,138031.87,DPR,DPR,V0146 V0183 V0572
P-213SNPK,"P -1018 , P -D017 , P -I001 , P -K011",8301149.03,3521601.77,DPR,DPR,V0877
P-215KELL,P -1018,14446961.41,11719713.69,DPR,DPR,V0118 V0617
P-2GPWB25,"P -0839 , P -0839 , P -I001 , TF-0502",10612764.57,9149802.45,DPR,DPR,V0247 V0182 V0208
P-202WPDR,"P -0245K, P -K011",928862.53,871165.89,DPR,DPR,V0490
P-206RHSF,"P -0245K, P -0245K, P -I001",25239038.24,6994097.64,DPR,DPR,V0183 V0146 V0413
P-1OWEND3,"P -0506 , P -I001",2899681.31,2100213.71,DPR,DPR,V0059 V0274
P-410BYRN,P -Q245,272300.21,272300.21,DPR,DPR,V0262
HIF-1FSPB,"ED-0075 , P -1018 , P -D021",9455686.29,6914190.06,DPR,DPR,V0036 V0195 V0411
P-415AQUA,"P -0013 , P -0245Q, P -1018 , P -1250 , P -I001",65366472.00,1105897.07,DPR,DPR,V0538
P-215PIER,P -0501,6713427.06,5493767.85,DPR,DPR,V0122 V0323
SANDY2-16,"P -1018 , P -I001",8271436.44,6633320.70,DPR,DPR,V0289 V0002 V0582
P-206RHRC,"P -0506 , P -I001",112215595.83,4588238.92,DPR,DPR,V0836 V0176
SANDY2-28,"P -1018 , P -I001",9723499.00,605983.98,DPR,DPR,V0026 V0595
P-307SAPO,"P -D018 , P -M245",2203415.92,1970085.76,DPR,DPR,V0045 V0086
P-3PIN181,"P -0245M, P -I001",835248.75,201758.07,DPR,DPR,V0770 V0172
P-414RCPR,"P -0822 , P -I001",500000.00,0.00,DPR,DPR,V0216 V0627
SANDY4-39,"P -1018 , P -I001",12207671.35,1280327.58,DPR,DPR,V0289
P-414BC88,"P -1018 , P -D019 , P -D171",961449.98,332919.64,DPR,DPR,V0174 V0720
SANDY4-37,"P -1018 , P -I001",9296404.39,6340569.43,DPR,DPR,V0312 V0088 V0475
SANDY4-38,P -1018,1540981.40,1320205.11,DPR,DPR,V0411 V0549 V0245
P-4SHREPG,P -Q003,644106.28,337969.17,DPR,DPR,V0411 V0042
SANDY4-35,P -1018,6924082.52,6505420.02,DPR,DPR,V0528 V0287 V0764
P-213MBCS,"P -1018 , P -1018 , P -I001",1897000.00,0.00,DPR,DPR,V0122 V0312
P-6CADMAR,"P -0505 , P -1008 , P -1018 , P -1249 , P -I001 , P -K011",2765992.00,407514.55,DPR,DPR,V0165 V0122 V0401
P-4SHRESA,P -Q003,358605.97,250425.66,DPR,DPR,V0485 V0039
SANDY4-44,"P -1018 , P -I001",3770470.87,3314149.68,DPR,DPR,V0003 V0562
P-2COOPCS,"P -0505 , P -I001",2228855.86,1625596.18,DPR,DPR,V0781
P-3QUISCS,"P -0505 , P -I001",2361631.28,1775936.32,DPR,DPR,V0009
P-4BASDCS,P -0505,2232933.12,1781359.69,DPR,DPR,V0709 V0057 V0924
P-5PRALCS,P -0505,2156788.78,1819101.24,DPR,DPR,V0154
P-6ORCAST,"P -0505 , P -1018",2954604.40,2154963.69,DPR,DPR,V0173 V0208 V0365
P-6MSHVAC,"P -0505 , P -1250 , P -1250 , P -I001",7624026.02,5426305.38,DPR,DPR,V0130 V0189 V0146
P-3RNDLGL,"P -0245M, P -I001",491908.00,391190.99,DPR,DPR,V0086
P-405JPSS,"P -1018 , P -Q245",2209942.42,1914278.66,DPR,DPR,V0169
P-6CGDWTR,"P -1018 , P -1018 , P -I001",1060335.02,410963.86,DPR,DPR,V0948 V0416 V0248
P-405RRGH,"P -0245Q, P -0896",5786792.63,2431266.21,DPR,DPR,V0212 V0361 V0430
NDF-HRPCS,"ED-0384 , P -I001",8028412.71,4348654.12,DPR,DPR,V0367
P-405RRIV,"P -0896 , P -I001",3860947.24,2958735.28,DPR,DPR,V0146 V0933 V0169
NDF-GRANT,"ED-0384 , HW-0001M, P -I001 , P -X245 , TF-0502",18605175.25,13430188.19,DPR,DPR,V0045
P-108WWST,"P -D021 , P -I001 , P -X245",4214863.69,3613259.75,DPR,DPR,V0475 V0057
P-106QUAR,"P -0245X, P -I001",7989108.07,5816432.25,DPR,DPR,V0637 V0122
P-415CAND,"P -0245Q, P -1018 , P -D019 , P -I001",4109044.75,482317.30,DPR,DPR,V0209
P-201MCC2,"P -0819 , P -I001",6389382.19,614852.16,DPR,DPR,V0419
P-214UMMA,"P -D017 , P -I001 , P -K011",3504985.85,465723.37,DPR,DPR,V0921
GQGIKISE,"P -0822 , P -I001 , WP-0170",737840.00,626794.39,DPR,DPR,V0146 V0085 V0503
P-5GRNBRC,P -1018,1789865.81,1193094.55,DPR,DPR,V0216 V0074
P-1YANK22,P -1018,1757257.12,1511264.25,DPR,DPR,V0174
P-415FSTF,P -0510,8754698.89,7066533.73,DPR,DPR,V0216 V0572 V0877
P-401SMST,"P -0245Q, P -0510",5596348.71,4162399.07,DPR,DPR,V0057 V0585 V0150
P-306STVA,"P -0245M, P -1018 , P -D018 , P -I001",5706600.00,1000722.49,DPR,DPR,V0443
P-303TPSQ,"P -0245M, P -0926 , P -I001",6915082.64,4917928.79,DPR,DPR,V0208
P-3CPIHLP,"P -0245M, P -I001 , TF-0502",12334414.22,10414496.65,DPR,DPR,V0262
P-503TOTT,"P -1018 , P -I001 , PU-0100 , PU-0200",21166207.93,805959.45,DPR,DPR,V0035
P-104JRME,"P -D021 , P -X245",2931198.10,2661327.29,DPR,DPR,V0487
P-104GBLE,"P -D021 , P -I001",4759309.85,3259250.36,DPR,DPR,V0896 V0308
P-5FABBAS,"P -D020 , P -I001",2883754.02,1813666.50,DPR,DPR,V0187 V0148 V0209
P-207RAIN,P -D017,1977731.02,1764821.15,DPR,DPR,V0380
P-207OPML,"P -1018 , P -D017",4964981.27,3998595.62,DPR,DPR,V0209 V0032
P-400FMCP,P -1018,2400000.00,0.00,DPR,DPR,V0188 V0490 V0002
SANDY4-29,"P -1018 , P -1018 , P -1018 , P -I001",68836909.00,2229838.42,DPR,DPR,V0375 V0540 V0938
P-401APFS,"P -0990 , P -1018 , P -I001",19797672.49,17496807.55,DPR,DPR,V0203 V0604
NDF-MKETT,ED-0384,8874060.54,5824089.41,DPR,DPR,V0652
NDF-DYMAN,ED-0384,5836704.31,4560623.11,DPR,DPR,V0757 V0808 V0945
NDF-IWOOD,"ED-0384 , P -1018 , P -1018 , P -D018 , P -I001",9906981.19,4788515.16,DPR,DPR,V0035 V0183 V0312
P-304CBBC,P -D018,1369039.04,1219313.82,DPR,DPR,V0709
SANDY4-27,"P -1018 , P -1018 , P -I001",1227338.00,164152.76,DPR,DPR,V0683 V0144 V0411
P-500LEM2,P -1018,6000000.00,0.00,DPR,DPR,V0146 V0016
SANDY5-43,"P -1018 , P -1018 , P -I001",12248656.49,1440731.66,DPR,DPR,V0273 V0209 V0804
ACEDPR251,"P -1018 , P -I001 , PU-0025",749000.00,0.00,DPR,DPR,V0411 V0312
ACEDPR252,"P -1018 , P -I001 , PU-0025",399000.00,0.00,DPR,DPR,V0877 V0065
P-6SUSTN1,"P -I001 , PU-0025",2440000.00,1897717.84,DPR,DPR,V0487
P-308EPOA,"P -0501 , P -0501 , P -0501 , P -1018 , P -1018",26038436.73,38440.73,DPR,DPR,V0189 V0074
P-308ERP2,"P -0501 , P -0501 , P -1018 , P -1018 , P -1329 , P -D018 , P -D018 , P -I001 , PU-0200",22360164.00,2405745.58,DPR,DPR,V0652 V0144 V0111
P-306GLIC,"P -0501 , P -I001 , PU-0200",15972000.00,231362.51,DPR,DPR,V0289 V0485
P-414THUR,"P -D019 , P -D171",582999.90,40296.38,DPR,DPR,V0487 V0572 V0562
SANDY4-45,"P -1018 , P -I001",12183272.00,1052838.35,DPR,DPR,V0490
P-1HVMRCS,P -0505,1882335.27,1459659.78,DPR,DPR,V0118
P-306ASLV,"P -0506 , P -1250 , P -D018 , P -M245",5055842.65,287760.72,DPR,DPR,V0248 V0695
SANDY6-08,"P -1018 , P -1018 , P -I001",5758128.95,665980.01,DPR,DPR,V0905 V0183
P-304CPTF,P -D018,1680446.18,921976.87,DPR,DPR,V0228 V0150 V0574
P-309ANUN,P -D018,736202.05,539570.27,DPR,DPR,V0604 V0654
P-501CRPL,"P -D020 , P -I001",4199856.92,3143785.55,DPR,DPR,V0364 V0146
P-110PBSW,P -1018,13000.00,0.00,DPR,DPR,V0312 V0077 V0443
SANDY1-11,"P -1018 , P -1018 , P -I001",11049883.32,855358.39,DPR,DPR,V0465
P-308ERP3,"P -1018 , P -1018 , P -1245 , P -D018 , P -I001 , PU-0100",85749373.00,567000.00,DPR,DPR,V0192 V0354 V0600
P-1WDLNCS,"P -0505 , P -0505 , P -I001",2176040.00,801420.39,DPR,DPR,V0146 V0026 V0487
P-3SHARCS,"P -1018 , P -I001",3198768.68,2561930.69,DPR,DPR,V0144
NDF-MKECS,"ED-0384 , P -I001",6012270.50,5336855.80,DPR,DPR,V0086
P-5ANCH02,"P -1018 , P -I001",29286000.00,724102.32,DPR,DPR,V0510 V0540
P-5ANCH03,"P -1018 , P -1321 , P -I001",6924191.09,420277.87,DPR,DPR,V0351 V0418 V0056
P-3PL14A6,"P -D018 , P -I001 , P -M245",9339000.00,445201.41,DPR,DPR,V0485
P-108TBTF,"P -D021 , P -I001",467000.00,231538.04,DPR,DPR,V0765 V0174 V0958
P-109CHLL,"P -D021 , P -I001",1215000.00,8052.93,DPR,DPR,V0155 V0765
P-110LOCP,"P -1018 , P -I001",140000.00,13514.13,DPR,DPR,V0487 V0365
P-111BXP1,"P -1018 , P -I001",510000.00,3444.55,DPR,DPR,V0685
P-210SRPF,"P -D017 , P -I001",1586000.00,1053384.11,DPR,DPR,V0861 V0289 V0476
P-218BKLN,P -1018,500000.00,0.00,DPR,DPR,V0869 V0404
P-2FRNDFN,"P -D017 , P -I001",915000.00,267.29,DPR,DPR,V0349
P-305USPF,"P -D018 , P -I001",320000.00,14591.25,DPR,DPR,V0118 V0519
P-3SOHAGS,"P -I001 , P -M245",73000.00,28795.80,DPR,DPR,V0046
P-410SBGF,"P -1018 , P -I001",200000.00,0.00,DPR,DPR,V0216 V0045 V0733
P-410TUDO,"P -1018 , P -I001",265000.00,400.93,DPR,DPR,V0067 V0274 V0652
P-4FMCPML,"P -0245Q, P -I001",465000.00,297643.36,DPR,DPR,V0604
P-6FNCE01,"P -1018 , P -I001",354000.00,0.00,DPR,DPR,V0458 V0814 V0411
P-6STRUC2,"P -1008 , P -1018 , P -I001",612615.92,5615.92,DPR,DPR,V0847
P-501LLCS,P -0505,4801075.13,4308593.18,DPR,DPR,V0351 V0248 V0180
P-2BKPAV1,P -1018,4775936.43,2497638.88,DPR,DPR,V0890
P-413READ,P -0245Q,595053.34,557189.35,DPR,DPR,V0121
P-1RNQRMP,"P -1018 , P -I001",6938799.72,1013382.59,DPR,DPR,V0716
P-309JRRC,"P -1250 , P -I001",5191387.87,4143863.62,DPR,DPR,V0981 V0670
P-1CRTMAL,,659871.09,514586.16,DPR,DPR,V0497
P-3RVPFWP,"P -1018 , P -I001",1725193.00,1475320.28,DPR,DPR,V0244
P-3PAVRSP,"P -1018 , P -I001",905000.00,748769.42,DPR,DPR,V0086
P-3RIV105,P -1018,962159.34,900159.34,DPR,DPR,V0878 V0657 V0557
P-3RIV110,"P -1018 , P -I001",365000.00,0.00,DPR,DPR,V0010 V0179
P-3NRGF01,P -I001,1278529.53,887305.19,DPR,DPR,V0604
P-6NRGF01,"P -D019 , P -I001",1180200.00,322229.56,DPR,DPR,V0189 V0175 V0761
P-5BLOOMB,"P -1018 , P -D020 , P -I001 , P -R245",770000.00,615809.46,DPR,DPR,V0118
P-5CLVLKP,"P -0245R, P -1018",2040090.72,1801287.13,DPR,DPR,V0203 V0245 V0282
P-5SOBLPK,"P -1018 , P -I001",216000.00,16000.00,DPR,DPR,V0118 V0072
P-6PAVESI,"P -1018 , P -I001",1935000.00,508033.52,DPR,DPR,V0306
P-4QSTORE,"P -0245Q, P -I001",17062801.72,6599729.44,DPR,DPR,V0245 V0877 V0253
P-3TREL21,"P -1018 , P -I001",14785000.00,13503497.04,DPR,DPR,V0169
P-4TREL21,"P -0822 , P -1018 , P -D822",9775041.62,9326127.95,DPR,DPR,V0689 V0593
SEQ-TREES,"SE-0002Q, SE-0004",8964400.00,1549038.99,DPR,DPR,V0475 V0089
P-4JMMPP2,"P -D019 , P -I001",3400424.28,82387.71,DPR,DPR,V0938 V0312
SANDY4-46,"P -1018 , P -I001",2924592.00,198975.56,DPR,DPR,V0959 V0598
P-2BSKBL1,P -1018,3869786.17,2268063.92,DPR,DPR,V0086 V0155
P-215SPBK,"P -0245K, P -I001",1300000.00,0.00,DPR,DPR,V0443 V0289 V0848
P-1HUNTPT,P -1018,831742.74,640293.38,DPR,DPR,V0080 V0438
P-303ASRC,"P -1018 , P -1018",845452.37,632902.36,DPR,DPR,V0324 V0245 V0796
P-306ASEQ,"P -1018 , P -1249 , P -D018",1516361.31,932711.31,DPR,DPR,V0905 V0337 V0305
P-311TJMP,"P -1018 , P -D018 , P -I001",1024000.00,764536.34,DPR,DPR,V0183
P-3GERCTE,P -I001,442000.00,433192.80,DPR,DPR,V0006 V0798
P-3PFRCRM,"P -1018 , P -D018 , P -D018 , P -I001",791000.00,40057.12,DPR,DPR,V0191 V0955 V0901
P-3REC54E,P -1018,635482.72,384882.72,DPR,DPR,V0519 V0272 V0501
P-3TDCREC,"P -1018 , P -D933",387000.00,218500.00,DPR,DPR,V0951 V0146 V0572
P-5DONGAN,"P -D020 , P -I001",4500443.49,3612995.59,DPR,DPR,V0118
P-402SOHN,"P -D019 , P -Q245",2659871.04,1506949.97,DPR,DPR,V0482 V0718 V0183
P-4CUN210,P -Q936,4393337.71,3866328.59,DPR,DPR,V0702
P-4FRDJPU,"P -D019 , P -I001 , P -Q245",4639881.37,620786.68,DPR,DPR,V0183 V0057 V0002
P-4HCHAND,P -Q245,528699.67,377575.33,DPR,DPR,V0130 V0216
P-4BRKVBB,"P -D019 , P -I001 , P -Q773",6372960.00,4051924.43,DPR,DPR,V0350
NDF-NMKE2,"ED-0384 , P -I001",4146582.00,2761519.37,DPR,DPR,V0342 V0773
P-413LPCT,"P -1018 , P -D019 , P -I001",4943197.00,4341531.35,DPR,DPR,V0720 V0183
P-412DOP3,"P -0245Q, P -1018 , P -D019 , P -I001",6021034.55,682391.07,DPR,DPR,V0155 V0245
P-210JJCP,P -D017,5049108.91,4754917.81,DPR,DPR,V0475
P-218MPOV,P -1018,6725637.17,6725976.41,DPR,DPR,V0609 V0077 V0506
P-2PPESIT,P -1018,1048900.63,818677.11,DPR,DPR,V0638 V0118
P-210VINP,"P -D017 , P -I001",4404284.90,3263041.85,DPR,DPR,V0183 V0485
P-205LIN1,P -D017,4724978.24,4459499.20,DPR,DPR,V0329
P-3COLPCS,"P -0245M, P -D018 , P -I001",16591000.00,922000.00,DPR,DPR,V0234 V0652
P-3BENNSF,"P -I001 , P -M245",1750476.48,1192364.28,DPR,DPR,V0775 V0289
P-108WDLN,"P -1018 , P -D021 , P -I001 , TF-0502",5894180.00,847837.55,DPR,DPR,V0035
P-3W185BC,"P -0245M, P -D018 , P -I001",2545491.00,1141996.85,DPR,DPR,V0877
LIC-CTSQP,"ED-0075 , P -I001 , TF-0502",4920735.31,3027528.49,DPR,DPR,V0057 V0878 V0713
LIC-QNBBP,"ED-0075 , P -I001",3604906.33,2895590.75,DPR,DPR,V0974 V0019 V0056
P-111FFBB,"P -D021 , P -I001",6517500.00,1047266.50,DPR,DPR,V0524
P-4PHIPPS,"P -1018 , P -D019 , P -I001",5999190.00,4921415.64,DPR,DPR,V0604 V0144
P-4ANCH05,"P -0848 , P -1018 , P -I001 , TF-0502",4526852.96,3808244.11,DPR,DPR,V0599 V0553 V0699
P-216CHES,"P -0245K, P -D017 , P -I001",8681685.00,697079.96,DPR,DPR,V0248 V0216 V0374
P-210DOG,P -D017,1326896.14,1120107.04,DPR,DPR,V0878
P-215MBTC,"P -D017 , P -D017",4149623.91,2671124.89,DPR,DPR,V0878
P-5GBRCTF,"P -D020 , P -I001",6560405.59,4652080.81,DPR,DPR,V0056 V0806 V0874
P-1CROALG,"P -0822 , P -I001",738800.00,669632.17,DPR,DPR,V0150
SANDY2-37,"P -1018 , P -I001",2285000.00,287065.95,DPR,DPR,V0830 V0365
P-205LIN2,"P -D017 , P -I001",5372000.00,779962.64,DPR,DPR,V0351 V0562 V0509
P-4CPSLIT,P -Q245,2855147.41,1578687.07,DPR,DPR,V0035
NDF-VHALL,"ED-0384 , P -I001",4293910.00,3592434.49,DPR,DPR,V0045 V0351
IDA21-03,"P -1018 , P -I001",180000.00,0.00,DPR,DPR,V0650
P-409FPAP,"P -D019 , P -I001",4470000.00,2419171.60,DPR,DPR,V0920 V0604 V0838
P-4CROCHP,"P -D019 , P -I001",1216000.00,51618.88,DPR,DPR,V0208 V0567
P-4FMAGDN,,109514.36,103728.82,DPR,DPR,V0194 V0247
P-4HILNDP,P -I001,2600000.00,1360776.06,DPR,DPR,V0045 V0187 V0498
P-4KSNAPK,"P -I001 , P -Q245",3088000.00,40179.40,DPR,DPR,V0689 V0006
P-104CLMT,P -I001,1047000.00,913350.46,DPR,DPR,V0695
P-1UNVPTH,"P -1018 , P -I001",253000.00,2415.11,DPR,DPR,V0148 V0174
P-203CARV,"P -1018 , P -I001",630000.00,435607.16,DPR,DPR,V0540
P-203JHPG,"P -1018 , P -I001",930000.00,0.00,DPR,DPR,V0126
P-304HELK,,544648.19,473776.85,DPR,DPR,V0052
P-310RNPG,"P -1018 , P -I001",725000.00,545034.17,DPR,DPR,V0313
P-311P155,"P -1018 , P -I001",555000.00,391983.25,DPR,DPR,V0146 V0487
P-3PAVTMK,P -1018,688819.40,652190.75,DPR,DPR,V0074 V0878 V0006
P-401DKPG,"P -0245Q, P -I001",925000.00,574760.78,DPR,DPR,V0321 V0616 V0074
P-401DMPG,"P -0245Q, P -D019 , P -I001",340000.00,178897.86,DPR,DPR,V0130 V0247 V0365
P-407PG21,"P -0245Q, P -I001",950000.00,722537.50,DPR,DPR,V0046 V0169 V0183
P-408HMSC,"P -D019 , P -I001",700000.00,0.00,DPR,DPR,V0487
P-412P157,"P -0245Q, P -I001",710000.00,31070.89,DPR,DPR,V0130
P-4SPRNGF,"P -1018 , P -I001",1952000.00,1146702.92,DPR,DPR,V0765 V0026 V0057
P-205PPMT,"P -D017 , P -I001",731956.08,420205.33,DPR,DPR,V0877
P-414BAY9,"P -1018 , P -I001",2334175.00,143206.35,DPR,DPR,V0342
SANDY4-48,"P -1018 , P -I001 , TF-0502",36498000.00,5632360.90,DPR,DPR,V0613
P-414BAY7,P -1018,45000.00,0.00,DPR,DPR,V0150 V0851
SANDY4-49,"P -1018 , P -I001",8084208.00,147493.08,DPR,DPR,V0056 V0331 V0369
P-102RJPP,"P -0510 , P -1018",533978.29,533584.61,DPR,DPR,V0351 V0183 V0540
P-1SERTRF,P -0510,560099.62,559730.76,DPR,DPR,V0212 V0679
P-202CPST,P -D017,748142.82,424908.68,DPR,DPR,V0174
P-205SBST,P -D017,805701.48,358268.96,DPR,DPR,V0674 V0183 V0148
P-2STFBSH,"P -0510 , P -0510",752793.31,752639.26,DPR,DPR,V0026 V0880
P-2STFLEF,P -1018,626982.36,627223.44,DPR,DPR,V0604
P-3COLUBT,P -D018,701312.65,354318.94,DPR,DPR,V0125
P-3STFCRL,"P -0510 , P -I001",232000.00,212934.83,DPR,DPR,V0086 V0174
P-412RCON,P -D019,868417.73,514833.68,DPR,DPR,V0023 V0150 V0088
